Tweet,Label
ürünü yorumlara bakarak aldım. çok pişman oldum. kesinlikle paramı sokağa atmış hissediyorum. hiç bir etkisi yok.,Negatif
Şarkı ilk başlarda listelerde büyük bir başarı elde edemedi .,Nötr
"Turkcell'in şimdiye kadarki en iyi telefonu, hem de bu fiyata :) #T60",Pozitif
"katlanma, kayma vb. sorunlar yaşamıyorum. özel günlerde rahat hissettiriyor kotexe geçmekle çok iyi yaptığımı düşünüyorum. kanatları çamaşırlara çok iyi uyuyor.",Pozitif
berbattttttotel değil berbat ötesi sorwayvır gibi bir otel yemekler berbat heryerde hamam böcekleri var yemek yenilen yerlerde merdivenler odalar hamam böceği dolu yemekler berbat otelde kaldığmız günlerde öğle ve akşam yemeklerinde hep tavuk var makarnalar bozuk yemeğe  dakika geç git yemek yok salata bulamazsın ekmek hep bayat ve gecikince yok reçel var ama içinde sinekler dolaşıyor otel işletmecisine hamam böceklerini söyledim ilaçlama olmuş oyüzden diyor yüzü bile kızrmadı berbat bir otel kimseye tavsiye etmem olurda giderseniz dikkat edin siz odanızda olsanızda olmasanızda saati belli olmuyor odanıza izinsiz girilip sözde temizlik yapılıyo odanızda resmen basılıyosunuz berbatttttttt,Negatif
Az izleniyor ama youtube kanalımda yayınlıyorum.,Pozitif
Bir @YouTube oynatma listesine video ekledim: http://youtu.be/iSwaZ2IW87w?a  Turkcell Profesyoneller Kulübü İşler Güçler Reklamı,Nötr
Ayrıca kapalı spor salonu ve amfi gibi büyük odalarda yansıtılan ışınları algılayan cihazlar kullanılmaktadır .,Nötr
 Türk Sinemasının bir uyanışta değil bir kıpırdanma döneminde olduğuna en güzel kanıt.. Ayrıca her zaman kıpırdanma döneminde kalacak olması da ne kadar üzücü değil mi_? ,Negatif
"perşembe si̇pari̇ş verdi̇k, cuma geldi̇,",Pozitif
" O çelişkiyi ben kendimce açıklayayım. Film gerçekten çok kötü ama başroldeki hatuna dikkatinizi çekerim... Film hakkında değil de Elisha Cuthbert hakkında yazılmış yorumların çoğu. Yani puanlar da filme değil Elisha'ya gitmiş. Film gerçekten kötüydü, umarım bu tavsiyem ciddiye alınır. Ama ''Elisha için izlerim abi!'' diyorsanız siz bilirsiniz... ",Negatif
İnternet paketim bitti ama hala kullanabiliyorum sanirim turkcell bana kiyamadi canım benim,Pozitif
bugün başka bir mağazadan aldım süpürgeyi eve geldim yeni temizliğim (güya) halıyı süpürdüm çıkan tozlara inanamadım.paranızın hakkını veriyor kesinlikle.eşim bir üst modelini alalım ddi fakat mağazada teşhir urunu kalmış istemedim oyuzden.ilk izlenimim gayet başarılı ,Pozitif
ürün kötü hava koşullarına rağmen gününde elime geçti. lakin seçilen ürün oldukça kötü çıktı.,Negatif
"tazyik düzenleyici olarak işe yarıyor, havalı bir şekilde aşırı basınçlı gelmesini engelliyor bu da tasarruf sağlar gibi görünüyor, su normal akıyor çok az akma gibi bir durum yok, tavsiye ederim.",Pozitif
 Bu film hakkında yorum yazmayacağım ama size bir yazı tavsiye edeceğim lütfen Atilla Dorsayın bu film hakkında yorumunu okuyun bire bir üstada katılıyorum hatta az bile yazmış. ,Negatif
"Servisi aradığımda kurulum ücretsiz dendi.KUMTEL set üstü ocağı anneme , anneler günü hediyesi olarak aldım.Ama gelin görün ki gaz hortumu yetersiz deyip 120 TL  hortum parası , ankastre ( yeri hazır olmasına rağmen )takım ücreti de 30 TL  ekleyip annemlerden 150 TL alınmş.Ayrıca ürünün fişi çok kısa olduğu için bir de elektrikçi çağıracaklar,ona da ödeme yapılacak.Ürünün kendisi 385 TL , bir gaz hortumunu fiyatı nasıl 120 TL olur?Astarı yüzünden pahalıya gelmek deyimi tam bu durum için söylenebilir.Kumtel alacaksanız bunu bilerek alın.",Negatif
"ürün normalde en az üç kez şarj etmesi gerekirken 1 buçuk kere ancak şarj ediyor,  memnun değilim",Negatif
" Ortalama bir film , başı oldukça ilginç ama daha sonra sıkmaya başlıyor sonuysa bir felaket , yazık olmuş ! ",Negatif
 Abi bu ne yaaa CMYlmz a hiç yakıştıramadım filimin ilk yarısında arkadaşlarıma hadi gidelim dedim beni bırakmadılar yoksa ikinci yarısını bile izlemezdim çok berbat bir filimdi kesinlikle Recep İvedik daha güzel. ,Negatif
bu  fiyata  başka yerde  bulmak zor. kızım renkli  renkli  görünce  çok beğendi. malum  çocuklar silgiyi  çabuk kaybeder. ben keşke  2  adet  alsaymışım  diye  düşünüyorum şimdi. en azından 10 adet silgi kolay  kolay bitmezdi.,Pozitif
ürün fiyatına göre çok iyi bir ürün. bu fiyata piyasadaki dandik mangalları alabilirsiniz. çok şık ve kaliteli malzemen üretimiş. ,Pozitif
Coxa’lar birbirinden uzaklaşmıştır .,Nötr
"arkadaşıma aldım, iki günde geldi, kendisi ve çevresindekiler tarafından çok beğenildi",Pozitif
 İlk filmi izlemiş ve çok beğenmiştim ama ikincisi tam bir hayal kırıklığı oldu.Mickey Rourkeda filmde çok sırıtmış.Bence çok donuk bir oyunculuğu vardı. ,Negatif
"Gelen Mouselar a4tech görünümlü ama hepsi sorunlu çıktı tavsiye
etmiyorum... A4 markasının çakmasının olduğunun da görmüş olduk sayelerinde...",Negatif
Bunların her biri alternatif medyanın değişik ve birbiriyle ilişkili yönlerine odaklanmaktadır .,Nötr
Kızım sen mal mısın ,Negatif
ürünü yeni denedim ve her prima ürününde olduğu gibi yine harika .. premium care için de aynı ürünü bekliyoruz.,Pozitif
 ben bu serının hepsını izledim fakat bu vasatın altındaydı sadece ticari amacla yapılmıs cocuklara yonelik bi film olmus ,Negatif
Azize ilan edilmiştir .,Nötr
İlk Ekonomi Bakanı Zafer Çağlayan oldu .,Nötr
 hayatımda gördüğüm en harika kraliçe rolü. bence mutlaka izlenmesi gereken bir yapım. filmin sonlarına doğru elizabethe öyle kaptırıyorsunuz ki kendinizi sanki gerçek kraliçenin oynadığı bir belgesel izliyorsunuz.cate blanchett başka bir role bu kadar yakışmamıştı kariyerinde.10/9ayrıca filmin başındaki bir cümleye bakarak koca filmi yargılamayalım. lütfen biraz düşünelim.milyon dolarlar harcanan bir yapımı ilk cümlesine bakarak silip atamazsın. milliyetçilik uğruna dünyayı kurtaran adamın oğluna 10/10 veren zihniyettir bu. ,Negatif
Van İdadisi mezunudur .,Nötr
"Bu servisi kullanmadan ikinci el almayın: Turkcell, almak istediğiniz ikinci el aracın hasar, kaza, poliçe bil... http://bit.ly/1bSYY2S",Nötr
"masa ve kitalık bölümü çok küçük,görüntüye bakmayın",Negatif
Turkcell Müzik'te 'Lana Del Rey-Dark Paradiseşarkısını dinliyorum. Sen de dinlemek istersen; http://trcll.im/Z5ugc,Pozitif
Vodafone da çalışıp turkcell li olmak,Pozitif
"çok kaliteli olduğunu söyleyemem ama fiyat kalite olarak alınabilir. aspiratörün ölçüleri mi standarda göre küçük yoksa bizim dolapları yapan mı çok yer bıraktı bilemiyorum 3-4 cm küçük geldi...
işim görüldü şükür",Negatif
"internet paketlerinde soyguncu olan tek isim ..turkcell |38 |38 download yapmam,video izlemem ama hiC bi zaman paketim yetmez. @turkcellhizmet",Negatif
kalıcı ve ağır bir koku yazın daha ağırlaşabiliyor.,Negatif
ürünler kusursuz ve sağlam paketlenmiş bir şekilde şekilde elime ulaştı. rengi gerçekten çok şeker. ben çeyizime iki takım aldım. yanına iki takımda fincanlarını ve iki katlı meyvelik/pastalığını aldım. çok uygun bir fiyata çok güzel ürünlere sahip oldum. teşekkürler.,Pozitif
Ne Kadar Uzak O Kadar Yakın!,Nötr
"kokusu güzel ağır değil fakat çok kalıcı değil, sabaha sıkıyorum öğlene pek bir şey kalmıyor. i̇ndirimli fiyatına değerlendirilebilir.",Pozitif
"sevgililer gUnUnden tek kazancIm, gUnlUk 14 gb internet oldu.. minnettarIm sana ey yalnIzlarI kayIrmayan turkcell.. |01",Pozitif
 basit sıradan bir konu bi o kadar basit oyunculuklar ve yönetmen işçiliği .bu filme 7 puan veren arkadaşları önce filmi izlemeye davet ediyorum:) ,Negatif
ürünü parlaklık için kullanmak isteyenler alabilir.çizik gidermiyor.aracım siyah ve çok önemli düzeyde parlaklık kazandırıyor tavsiye ederim fiyatına göre işlevi süper,Pozitif
"İlk albümü ""The Pirate’s Gospel""ı Avrupa gezisinde yazmıştır .",Nötr
fıyat olarakta kalıte olarak hepsıburada.com  farkı tavsıye edıyorum  cıdden urun mukkemel  bıraz kargo gecıktı ama   olsun   deger   ,Pozitif
 uyuşturucunun kötü olduğundan başka fazla birşey anlatmayan vasat bir film. ,Negatif
" ben izledim ve gayet pisman oldum, konu ve senaryo son derece iyi olmasina karsin bir kere film cok uzun ve oldukca agir islenilmis o yuzden oldukca dikkat dagitici ve zaman zamanda sikinti yaratiyor insanin icinde.muhtesem oyunculuk performanslari bile bir yerden sonra filmi kurtarmaya yetmiyor... ",Negatif
Cami ters T planlıdır .,Nötr
"yalnIz yanlIS anlaSIlma olmasIn, iletiSemediGim iCin biraz kopukluk yaSayabiliriz. hani ne avea ne turkcell, vodafone gibiyim.",Nötr
hepsiburada.com sitesinden devamlı alışveriş yapıyorum ve herzaman memnun kalıyorum sizlere de şiddetle tavsiye ediyorum ,Pozitif
" Bu hafta vizona giren &quot;Kurtlar Vadisi Irak&quot; adlı filmin seyirci acısından bir kaygı duyacağını sanmıyorum,zaten &quot;Keloğlan Kara Prense Karşı&quot;,Organize İşler,yeni çekilen Hababam sınıfları gibi yapımların 1-2milyon izleyici tarafından izlendiğini düşünürsek,bu film hayli hayli izlenecektir ki tüm Türkiye'nin izlediği bir dizinin üstüne çekilmiş bir sinema örneğidir.İşte sorun da burada başlıyo,yani bir film dizisi dahi olsa o diziden bağımsız düşünülmelidir.Şimdi sizin de bunu böyle düşünmenizi isteyerek filmin eleştirisine geçiyorum. İlk olarak filmin çoğu Hollywood yapımına prodüksiyon olarak yaklaştığı doğru fakat, sinemasal açıdan bunun pek öyle olmadığı gözüküyor.Özellikle filmde bahsedilen gerçek olaylar(türk subaylarının başlarına çuval geçirilmesi olayı,Araplara yapılan işgence sahneleri,kafası kesilmek üzere olan gazeteci sahnesi,kadın subay olayı,vs.) zaten herkes tarafından biliniyor!Bu olaylar gazeteler,televizyonlar,radyolar aracılığıyla binlerce kez gösterildi,yazıldı,çizildi.Yani filmde bunları direk canlandırma tekniği kullanarak göstermek sinema açısından hiçbir şey demektir(belgesel çekilmiyor nihayetinde) ki,asıl yapılması gereken bunların çıkış nedenlerini sorgulamak ve bir mesaj vermek olmalıydı,bütün bu olanları gösterip geçmek değil.Hatta şu çuval olayı çok canımı sıktı.Bu sahne bu filmi izleyen bir yabancı vatandaşın gözünde nasıl gözükecek acaba?Hiçbir şey yapamayan aciz Türkiye ve subayları.Bu konuda geçtiğimiz günlerde Ceviz Kabuğu adlı programda bir subayın açıklamaları şöyle:&quot;Eğer ben bir Türk askeriysem intihar etmezdim,bu tamamen bir acizlik örneğidir(ki biz Müslüman bir ülke ve o ülkenin askerleri olarak bu davranışa en az eğilimli insanlarız)ve kabul edilemez.Ben sonradan intihar edeceğime kafama çuvalı geçirirlerken silahımı çekip ateş ederdim,böylelikle hem kendimi hem de düşmanı öldürürdüm.&quot; İkinci olarak filmin senaryosundaki kopukluklara gelelim.Filmin senaryosu şöyle;Bir Türk subayı Polat Alemdar'a mektup yazar ve yaşananlardan bahseder daha sonra Polat intikam için Irak'a gider(kim oluyosa?).Bundan sonra film başlıyor,fakat filmde bi gelişme safhası bile yok film direk bitiyo.Yani kimsenin hikayesinden falan bahsedilmemiş,filmin 1saatini atsan ana hikaye karşında gereksiz üstte bahsettiğim görüntülerle dolu bir film ama bu görüntülerdeki insanların hikayeye zerre kadar katkısı yok.Ara sıra şeyh çıkıyor bir iki İslam dersi veriyor,daha sonraları Sam askerine emir veriyor öldürülsün diye ama bu da filmin içinde unutulup gidiyor.Zulüm gören arap insanlar gösteriliyor ama onlar hakkında da pek bi bilgimiz yok.Kısacası hiçbir karakter hakında bilgi edinemiyoruz ki bu da senaryodaki en büyük açık. Son olarak şu Polat Alemdar karakterine gelelim,kim bu adam,neci?Filmde Sam'in çavuşunun birkaç sözüyle tanıyoruz Polat Alemdar'ı.Yani bir filmin en önemli karakteri hakkında edindiğimiz bütün bilgi bu mu olmalı?Ayrıca koskoca bir devletin çözmekte aciz kaldığı bir sorunu Polat Alemdar mı çözecek?Üstelik bir asker bile değil.Ama adam delta force timi ve Rambo edasıyla olaya el atıyor ki Rambo bile bir askerdi.Senaryonun saçmalığı burada da gözüküyor ztn... Ek olarak bütün bu yazdığım eleştiriye şöyle tepkiler verilebilir,bu film Türkiyedeki bir dizinin finali olarak yapılmıştır ve Polat Alemdar karateri derin devletle ilişkili olup çok büyük bir karakterdir ve Irak'a gitmesi normaldir.Buna cevabım ise şu: Madem Polat Alemdar karakteri herkes tarafından biliniyor ve neler yapabileceğide biliniyor(ki daha önce de söylediğim gibi,bir film diziden bağımsız olmalı)bu film sadece Türkiye sınırları içerisinde gösterime girmeliydi.İngiltere,Hollanda,Almanya,İspanya,vs. Avrupa ülkelerinde de gözterime giriyorsa eğer bu film böyle olmamalıydı.Yani tüm dünyadaki herkesin diziyi izlemesi mi gerekiyor Polat karakterini tanımak için?E hal böyle olunca diziyle alakası olmayan biri bu filmi izleyince ne büyük acizlik diye düşünecektir. Kısacası;senaryosundaki kopukluklarıyla vermek istediği mesajları veremeyen,ama bu iddaayla yola çıkan,harcanan 10milton$ a yazık edilmiş kötü bir yapım Kurtlar Vadisi Irak. ",Negatif
pinlerinden biri çıktı 1 hafta kullanamadım,Negatif
ürünün kargo süresinden tutunda kullanışı ve şıklığı gerçekten çok güzel. tavsiye ederim.,Pozitif
Diğer üçüncü kıta da bu ikisi ile arasında bir kara köprüsü oluşturacak şekilde yaklaşmaktadır .,Nötr
Yüksek Orman Mektebi ve Fransa Nancy Üniversitesi Yüksek Orman ve Su Mühendisliği Okulu mezunudur .,Nötr
"bu aralar o kadar çok okulun sitesine girdim ki,arama çubuğuna turkcell online işlemler yerine deu online işlemler yazıyorum",Nötr
Tarihinin büyük çoğunluğunu İngiliz Futbol Sisteminin üçüncü ve dördüncü seviyesinde yer alan liglerde geçirmişlerdir .,Nötr
 bence korku filmi kültürü olanlar için vasat bi sinemadı.arkadaslarım begendi ama ben pek begenEmedim.bence testere türünden korku filmlerine gitmek korku isteginizi tatmin eder.by ,Negatif
İki adet aldim bu telefondan. Birini kardesime hediye aldim sebeke sikintisi cikti sifir cihazdan. Garantiye gonderdim ama mahcup oldum kardesime. Dierinde bir sorun yok. Mahcup oldugum icin cok kotu not verdim,Negatif
Kasaba tamamen karasal iklimin etkisi altındadır .,Nötr
ürün hızlı ve sağlam olarak elime geçti.ürün kapalı kutu geldi.telefon süper kullanımı kolay çok özelliklere sahip.şarjı çok iyi.fiyat performans harika.hepsi buradaya çok teşekkürler...,Pozitif
5 aylık chinchilla kedim bu mamayı yiyo.baska mama da denedim ama begenmedi.1yasına kadar devam diyorum.,Pozitif
" Bu nasıl bir filmdi yahu.Bu kadar ruhsuz, sıkıcı bir film daha izlemedim.Tarantinonun yaptığı saçma filmlere tarz diyenler de varmış.Bunun neresi tarzmış anlam veremedim.Tek filmi güzel o da kill bill geri kalanı kaldır at.Özellikle Pulp Fiction denilen film baştan aşağı gereksiz bir yapım.Puan verme gereği duymuyorum bile.Filmin sonuda çok kötü bitti.Christoph Waltzmadem çok zeki biriydi,hiçbir şey gözünden kaçmazdı gitti kendini teslim etti.Saçmalığın bu kadarı olur yani..... ",Negatif
" Valla 'kült film, hem herkes güzel diyo, basit bir insan olmamalıyım, sevmeliyim, sevmeliyim....' diye aldığım, seyrederken sevmek için kendimi zorladığım fakat ne yazık ki yine yarısında pes edip, izlemeyi bıraktığım 5. Kubrick filmim. ",Negatif
Belgelerde görev başında olan çok sayıda devlet başkanının adı geçmektedir .,Nötr
vestele tesekkurler inadina yerli..,Pozitif
"ürün silikon değil ucuz bir köpükten mamul, yırtılması an meselesi",Negatif
sakin almayin topuga degdigi an duruyor donmuyor,Negatif
iki gün içerisinde elime ulaştı bu da beni memnun etti.,Negatif
Etrafında bir destekleyici kitle oluşmaya başlamıştı .,Nötr
Turkcell in gözünü seveyim ya,Pozitif
"@tugbatekerek: Turkcell'in reklamda çocuk sömürüsü, ne zaman meselemiz olacak?",Negatif
" Evet ya gerçekten şu Amerikalılar ordularındaki herkesten kahraman yaratmak zorundalar mı?Bizim tarihimizde o kadar isimli isimsiz kahraman var bunlar neden sinemaya aktarılmıyor?Saçma sapan Amerikan yanlısı bir film ve Amerikalılar kendilerini bu savaşta yüceltiyorlar.Vietnam Savaşının sebebi sonucu, gerçekte yaşananlar, savaşın insan doğasına verdiği zarar gibi konular işlenmemiş.Esir olarak tutulan bir Amerikan askerinin geri dönüşü tören havasında kutlanıyor. Acaba gerçekte esir askerler yöneticilerin hiç umrunda mıydı?Olaya Vietnam tarafından bakılmıyor. Vietnamlı asker ve halkın çektiği acılar yansıtılmıyor. Sanki Vietnam kötülüklerin kaynağı ve AmerikaIraktaki gibi Vietnama da özgürlük götürmeye gitmiş. Sinema endüstrisine hakim Amerika göz boyamaya devam ediyor ... ",Negatif
i̇ki yılı aşkın bir zamandır kullanıyorum nem sıkıntım kalmadı.,Pozitif
ackcası bu kadar fazla aydınlatacafını beklemiyordum ürün güzel.,Pozitif
ürün fiyat performans olarak çok başarılı.yaklaşık iki aydır kullanıyorum.kullanımından çok memnunum.hiç acı vermiyor ve tüyleri başarılı bir şekilde alıyor.herkese tavsiye ederim.,Pozitif
bunlar ile yanyana gelen bu dediklerini yapamaz ayyaş ile oturan ayyaş kalkar,Negatif
bazen boğuk ses veri̇yor,Negatif
12.10 BlombergHT' ye bekliyoruz. Turkcell Genel Müdürü Kaan Terzioğlu  konugumuz @Turkcell @TcellPlatinum…,Nötr
baska markanin geciktiricili olanini kullanmistim ama etkili degildi. marka hakkini veriyor.,Pozitif
2 ve 3 parti matkaplara oranla gayet hassas delme yapıyor. tetiği çok hassas. vidalama yapacak derecede iyi. ürünün boyutları ev kullanıcısı ve çantada taşıma için çok uygun.,Pozitif
" izle,bayıl,izle bayıl.be cool ancak böyle anlatılır.bu kadar ünlü dolu kadroya yazık olmuş.bir şey değil... ",Negatif
 vinz sen bu filmi nerede izledin amerikadaki galadamı? :)))) ,Negatif
Pazarlama Analiz Uzmanı - Turkcell ve Grup Şirketleri [Lefkoşa - 23.02.2017],Nötr
standart bir ürün,Pozitif
filtre fiyatına göre mükemmel iş çıkartıyor bende 2007 1.3 90 beygir dizel corsa var dizellerden ses cıkmadıgını herkez bılır ama bu fıltreyı taktım ve hem performansta cıddı bır sekılde artıs hızsedıldı hemde 1750 ile 3000 devir arası vites degistırdıgınızde herıka bır ses cıkıyor fıltreden tavsiye ediyorum fiyat kalite performans harika...,Pozitif
 Hemen hemen herkes gibi ben de 10 verdim.Film hakkında zaten denilmeyen bir nokta kaldıgını sanmıyorum.Emeği geçenlere sonsuz tebrikler. ,Pozitif
Agatha kaçırıldı ve Franklin ile birlikte yargılanmak üzere topluluğa geri götürüldü .,Nötr
Saldırıyı gerçekleştiren Esas Türk ordusu Çöl yönüne doğru çekilmektedir .,Nötr
 az önce bir daha çıkarıp izledim..10 senedir arada bir bu filmi seyretmek sizi toparlıyor..benim için sinema tarihinin 1 numarası..herşeyiyle başyapıt.. ,Pozitif
@Kurban_etyemez aynen diğerleri heryerde çekmiyor 17 senedir turkcell kullanıyorum yaşım 18 buarada?,Pozitif
" Ölmeden önce izlenmesi gereken 100 berbat korku filmi adlı bir kitap yayınlanırsa bir gün içinde mutlaka bu filmde olurdu eminim buna....Ne anlattığı belli olmayan bir film..plastik cenin,çocuğa yapılan korkunç ötesi makyaj,hiç etkilemeyen efektler de ayrı bir hava katmakta filme...Filmin kendi içindeki çelişki de ayrı bir tartışma konusu...Tek güzel yanı müzikleriydi sanırım... ",Negatif
Bu durum Rusya için farklıdır .,Nötr
turkcell bugUn bana 1 ay kullanmam iCin 100 mb net hediye verdi ne kadar makbule geCti an itibariyle paketin son demlerindeyiz.,Pozitif
thermolex lüx çift kişilik elektrikli battaniye  memnunum,Pozitif
tüm çekmece ve dolaplara aldım.  yapışkanı iyi. kullanımı basit. 18 aylik oğlum henuz açmayı beceremedi. umarım uzun süre gider. başarılı. ,Pozitif
Sezon sonunda ise takımdan ayrıldı ve Espanyol ile dört yıllık sözleşme imzaladı .,Nötr
"Bence Turkcell benden hoşlanıyor.. ansızın gelen mesajlar, sıradışı teklifler, çılgın fırsatlar. Hep bana bir güzellik yapma telaşında :)",Nötr
ürün kalitesi mükemmel hiçbir sıkıntı yok güzel kargolanmış hızlıca geldi.,Pozitif
bu yeni shakerı beğendim bulaşık makinasına girebilmeside ayrıca bir güzel alttaki kutucuğa spor öncesi porsiyonumu koyuyorum içinede öncesi kullanacağımı ve çantama atıyorum bayağı kullanışlı olmuş,Pozitif
Babası Zor Bey onu olası tehlikelerden korumak amacı ile adeta cezaevinden kaçırır gibidir .,Nötr
öncelikle yorumlar çok abartılı. kesin olan bişey var ki (-)15 yaş altı çocuklar için. oyuncaktan bir farkı yok. gyro su filan hikaye hiç te sabit durmuyo. çok sıradan haraket kabiliyeti çok zayıf bir rc helikopter deneyimi yaşamıyorsunuz yani. parasını hak etmeyen bir ürün bence. küçük çocuğunuz için alacaksanız alın. ama büyükler için  tavsiye etmiyorum. 2 kere uçurursunuz sonra elinize bile almazsınız. ,Negatif
benim elime yeni ulaştı.baya kaliteli bir ürün fakat barfiks özlelliğini kullanamıyorum.alacak olanlara tavsiyem kapı ölçülerine dikkat edin benimki gibi acayip bir kapınız varsa kullanamayabilirsiniz....,Pozitif
muhtesem bi ürün tavsıye ederım kullanımı olsun yıkaması olsu kalıtesı ıle arcelık,Pozitif
Dünya Savaşı öncesine kadar süren dönemdeki çığır açan çalışmalarıyla bilinir .,Nötr
Dolaşım sıvısı yoktur .,Nötr
Dünya Su Forumu Bakanlar Süreci Başkanlığını yürüttü .,Nötr
2 aydır şu Turkcell Tv var. Bi çözemedim amk makinesini.,Negatif
"Turkcell Superonline'ın Hızı, Dünya Ortalamasından 6 Kat Daha Hızlı http://habertakip.com/haberler/c-2878108 …",Pozitif
Kısa bir dönem boğa güreşi ile ilgilendi .,Nötr
öncelikle firma cok ilgili arayip ne renk istediğinizi soruyorlar ve hemen kargoya veriyorlar. ayrica ürün cok pratik kolay temizleniyor bekledigimden daha sağlam. fiyatina göre gayet ideal bir ürün. daha pahalisina gerek olduğunu düşünmüyorum. teşekkürler...,Pozitif
turkcell'in sOzde hediye tl verip paket varken bile Once bu tlleri kullanmasI sinirlerimi bozuyo.,Negatif
" kusturica nın tanınmasındaki en büyük role sahip filmi defalarca izlememe rağmen filmdeki perhan karakterinin 99'da intihar ettiğini öğrenince, henüz filmin etkisinden kurtulamamışken, perhan'ın ölümünü kabullenemezken gerçek hayatta da ölmüş olduğu gerçeğiyle, bir kez daha sarsıldım. gerek müziği gerek oyunculukları gerekse müziğiyle favorilerim arasında olan çingeneler zamanı, hayatım boyunca izleyebileceğim ve unutamayacağım apayrı bir film.. ",Negatif
 Bencede film gayet güzeldi gerilim-aksiyon tadında(korku değil)bir yapımdı bence. Efektler geminin görünüşü mekanlar iyi yapılmış... ,Negatif
doldurmaktansa orjinalini almak daha karlı doldurmada 50-100 sayfa zor çıkarıyor ama bununla 300-400 sayfaya kadar çıkıyor,Pozitif
Belediyenin merkezi İstok’tur .,Nötr
Bu nedenle felsefi düşüncenin kendisi mutlak bilgidir .,Nötr
tereddüte yer yok... 2005 te ne ise 2015 ye aynı keyif. orjinal ürün. teşekkürler hepsiburada...,Pozitif
"Bu yasa ""eşit alanlar yasası"" olarak da bilinir .",Nötr
arkadaşlar 2016 yılının ağustos ayında bu cihazı aldım cihazım samsung türkiye garantili aldıktan 6 ay sonra kamerası arıza yaptı flaşı  arıza yaptı ben hiç tavsiye etmiyorum  bu cihazı,Negatif
hızlı teslimat için hepsiburada.com a teşekkürler.,Pozitif
özet olarak bu telefonları biraz kullanıp gördüğünüz problemlerde vakit kaybetmeden  telefonu servise gönderin. daha sonra kullanın.,Pozitif
"ürünü siemens olduğu için tercih ettik, soğutması ve ısıtması çok iyi fakat alacak arkadaşların motoru çalıştığında ki çıkacak ve çözüm bulunamayacak sesi için dikkat etmesi gerek, sesini servisin de çözemediğini hatırlatır, gürültülü çalışması önemli değil soğutsun ısıtsın yeter diyen arkadaşların almasını tavsiye ederim ;)",Negatif
" Bana kalırsa popülaritesini yaptığı marjinallik propagandasına borçlu olan bir film bu. Zorlama bir senaryosu var. Konu fazla orijinal ve karmaşık değil, ama sanki filmin sonunda &quot;vay be!&quot; dedirtmek için izleyicinin kafası zorla karıştırılmaya çalışılmış. Ayrıca film gereksiz yere uzatılmış. Sondaki dövüş sahnelerinin konuyla bağlantısı yok. Ben izlerken sıkıldım. 4/10 ",Negatif
bi̇lgi̇sayarda bağlanilan li̇ğ tv yi̇ tv den seyredi̇lmi̇yor.,Negatif
fazla para ödemeye hiç gerek yok. herşeyiyle çok iyi..,Pozitif
Tek hattı vardır .,Nötr
demlik bölümünün ısıtması düşünülmüş de kettle bölümünün sıcaklığı sabit tutma ayarı nasıl düşünülememiş aklım almıyor. her seferinde normal kettle gibi suyu tekrar tekrar kaynatmak gerekiyor. ,Negatif
minik oğlum için aldım benimle çalışsın diye çok şirin ... ,Pozitif
tek kelimeyle muhteşem. ariel yine piyasayı kasıp kavuruyor.hayran kalmamak elde değil.üstelik fiyatı da çok iyi.kaçırmayın derim.,Pozitif
5tl lık bi ürünü bi daha iade edip bi daha sipariş vermek istemedim artık çünkü bir an evel kullanmam gerekiyordu. henüz uygulamada bir sıkıntı yaşamadım ama bozulduğunda bunu nasıl iddia edebilirim bilmiyorum elimde ne garanti belgesi var nede başka bir dayanak!.. ,Negatif
Gaziosmanpaşa Üniversitesi Tıp Fakültesi Araştırma ve Uygulama Hastanesi hizmete açıldı .,Nötr
Sikemeyenin karsını ayıp buda sürtük taytım ,Negatif
@TGDTGD_Taner hisse turkcell,Nötr
130 santimlik koridora kurdum zaten başka bir koridor barfksş yok o aralığa uygun idare ediyor,Pozitif
Burada ağır bir sakatlık geçirdi .,Nötr
telefon ilk aldığımda iyidir 2 hafta geçti telefondan ses gelmiyor hoparlöre vurunca ses geliyor biri ararsan ses gelmiyor cok pişman oldum,Negatif
Parti başkanı da dahil olmak üzere birçok parti aktivisti yeraltına çıktı .,Nötr
urun 5 gunde elime ulasti fakat tek bir koli halinde paketlendigi icin ve inanilmaz derecede agir oldugu icin yurtici kargo apartmanin kapisinda urunu teslim edebilecegini ve daireye kadar cikartamiyacagini soyledi. urunu apartmanda acarak parca parca daireye tasimak zorunda kaldik. ,Pozitif
 Film Sıkıcı değil sıkıcı ötesi. Hele Kadınların kendilerini yakarken hiç acı çekmemeleri ise yanık uzmanları tarafından incelenmesi gereken bir konu. Filmin finali bile filmin ne kadar gerçeklerden uzak olduğunun en güzel kanıtı. ,Negatif
Yapılan işlemlerin ve bulunan kelimelerin doğruluğu jüri tarafından kontrol edilmektedir .,Nötr
"özellikle askılıkların pimleri plastik ve dandik plastik olduğu için
tavsiye etmiyorum.",Negatif
Tarım ürününü yetiştirmek için hiçbir tarım ilacı ve yapay ürün kullanılmaz .,Nötr
 Herhalde tüm çizgi romanları beyazperdeye uyarlayacaklar.Vasatın üstüneçıkamayan bir çizgi roman uyarlaması daha tek teselli Şubat'ta Spıder'ın geri dönüyor olması. ,Negatif
